Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
2016,78,0.02816,0.02777,0.5,72360,2010,71355,835368,11.54
2016,79,0.03132,0.03084,0.5,70350,2169,69265,764013,10.86
2016,80,0.0352,0.03459,0.5,68181,2358,67001,694748,10.19
2016,81,0.04023,0.03944,0.5,65822,2596,64524,627746,9.54
2016,82,0.04529,0.04429,0.5,63226,2800,61826,563222,8.91
2016,83,0.05187,0.05056,0.5,60426,3055,58898,501396,8.3
2016,84,0.05961,0.05789,0.5,57371,3321,55710,442497,7.71
2016,85,0.06831,0.06605,0.5,54050,3570,52265,386787,7.16
2016,86,0.07827,0.07532,0.5,50480,3802,48579,334522,6.63
2016,87,0.09002,0.08614,0.5,46677,4021,44667,285944,6.13
2016,88,0.10342,0.09834,0.5,42656,4195,40559,241277,5.66
2016,89,0.12,0.11321,0.5,38462,4354,36285,200718,5.22
2016,90,0.13718,0.12838,0.5,34108,4379,31918,164433,4.82
2016,91,0.15154,0.14087,0.5,29729,4188,27635,132515,4.46
2016,92,0.17292,0.15916,0.5,25541,4065,23509,104880,4.11
2016,93,0.1931,0.1761,0.5,21476,3782,19585,81371,3.79
2016,94,0.21621,0.19512,0.5,17694,3452,15968,61786,3.49
2016,95,0.24255,0.21632,0.5,14242,3081,12701,45818,3.22
2016,96,0.27086,0.23855,0.5,11161,2662,9830,33117,2.97
2016,97,0.30128,0.26184,0.5,8498,2225,7386,23287,2.74
2016,98,0.33371,0.28599,0.5,6273,1794,5376,15902,2.53
2016,99,0.36795,0.31077,0.5,4479,1392,3783,10525,2.35
2016,100,0.40373,0.33592,0.5,3087,1037,2569,6742,2.18
2016,101,0.44072,0.36114,0.5,2050,740,1680,4174,2.04
2016,102,0.47855,0.38615,0.5,1310,506,1057,2494,1.9
2016,103,0.51678,0.41067,0.5,804,330,639,1437,1.79
2016,104,0.55495,0.43441,0.5,474,206,371,798,1.68
2016,105,0.59262,0.45716,0.5,268,123,207,427,1.59
2016,106,0.62934,0.47871,0.5,145,70,111,220,1.51
2016,107,0.66473,0.49891,0.5,76,38,57,110,1.45
2016,108,0.69844,0.51766,0.5,38,20,28,53,1.39
2016,109,0.73021,0.53491,0.5,18,10,13,25,1.34
2016,110,0.75984,1,1.32,9,9,11,11,1.32
